name,ジャンル,その他ジャンル,都道府県,住所,建物名フロア数,電話番号,最寄り駅,Googleマップ,ウェブサイト,イートイン,テイクアウト,デリバリー,通販,クラファン・チケット,オンライン料理教室,期限付酒類小売業免許,Twitter,Facebook,Instagram,公式LINE,混雑状況アプリ,位置情報(緯度経度),定休日,営業時間,イートインメニュー,非接触決済,クレジットカード,個室,室内の完全禁煙,バリアフリー,席数,営業時間(テイクアウト),テイクアウトメニュー,事前注文URL,サービス名,サービスのURL,サービス名２,サービスのURL２,詳細,出前のURL,通販サイト,通販サイト2,通販メニュー,サイト名,タイトル,サービスURL,終了日,サイト名,料理教室の内容,オンラインのURL,提供元
クボカリー,カレー,,福岡県,福岡県福岡市南区大楠３丁目１７−１０,,0929835314,高宮駅,https://goo.gl/maps/wN6QbSVMzqQGdbQu8,,true,true,,false,false,,,,https://facebook.com/kubocurry/,,,,"33.568615, 130.41502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar Corazon（バル・コラソン）,イタリアン,,福岡県,福岡県福岡市中央区唐人町１丁目１０−１唐人町パークハウス1F,,0929835664,唐人町駅,https://goo.gl/maps/WXhJcvB3g5mbHgGN8,http://bar-corazon.com,true,true,,false,false,,,,https://facebook.com/barcorazonjp/,https://www.instagram.com/barcorazon0907/,,,"33.591226, 130.370987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Fuchigami Hakata,イタリアン,,福岡県,福岡県福岡市博多区上川端町３−１５,,0929836278,中洲川端駅,https://goo.gl/maps/4qxoHKp11B2EhAgy5,http://www.dafuchigami.com,true,true,,false,false,,,,https://facebook.com/Da-fuchigami-Hakata-166816670710984/,https://instagram.com/da_fuchigami_hakata/,,,"33.592243, 130.410045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Spice,カレー,,福岡県,福岡県福岡市早良区高取１丁目５−３６,,0929861083,藤崎駅,https://goo.gl/maps/igaZQpa2qpVP4Vhi9,,true,true,,false,false,,,,https://facebook.com/forest.spice2018,https://instagram.com/forest_spice2018/,,,"33.58091, 130.353597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉と葡萄 信玄食道,焼肉,,福岡県,福岡県福岡市中央区春吉２丁目６−１５八番館201,,0929861224,西鉄福岡（天神）駅,https://g.page/shingenshokudo,,true,true,,false,false,,,,https://facebook.com/%E8%82%89%E3%81%A8%E8%91%A1%E8%90%84-%E4%BF%A1%E7%8E%84%E9%A3%9F%E9%81%93-254264431720745,https://instagram.com/shingenshokudo/,,,"33.587433, 130.407626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イタリアワイン専門店Kasa,イタリアン,,福岡県,福岡県福岡市中央区大名１丁目１４−２８第一松村ビル,,0929864350,西鉄福岡（天神）駅,https://goo.gl/maps/n78VYvM9LQckpyLe7,https://kasa-restaurant.business.site/,true,true,,false,false,,,,https://facebook.com/イタリアワイン専門店Kasa-328043504226330/,,,,"33.587632, 130.395491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ぶどうの樹　麦のキッチン,カフェレストラン,,福岡県,福岡県遠賀郡岡垣町手野183,,0932823636,海老津駅,https://goo.gl/maps/mQAYU8TNrNNReX3M8,,true,true,,✖,false,,,,https://facebook.com/ぶどうの樹-290758964306387/,https://instagram.com/budounoki_okagaki/,,,"33.874798, 130.583939",,,,,,,,,,,"マルゲリータ（サラダ付）1,400円　ジェノベーゼピザ（サラダ付）1,400円　自家製農園のアスパラを使ったピザ（サラダ付）1,800円　自家製ソーセージピザ（サラダ付）1,800円　ケーキ各種",,,,,,,,,,,,,,,,,,
から揚げサンバ,焼き鳥,,福岡県,福岡県北九州市小倉南区中曽根１丁目１３−６エクセレントパレス,,0934739500,下曽根駅,https://goo.gl/maps/6F6AhYH92wjan3B76,https://www.karaage-samba.com,true,true,,false,false,,true,,https://facebook.com/karaagesamba38/,,,,"33.827608, 130.937048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green・green・village,その他,オーガニック・ピッツェリア,福岡県,福岡県北九州市小倉北区京町4-5-1,,0935211881,小倉駅,https://goo.gl/maps/y9gd37uaEhRLTa7D8,,〇,true,,✖,✖,,,,,,,,"33.885303, 130.885615",,,,,,,,,,,ピザ：マルゲリータ1320円　じゃがいも＆ローズマリー1320円　テリヤキチキン1540円　クワトロフォルマッジ＆黒豆＆ハニー1650円　自家製あんこ＆四つ葉バター990円きまぐれスパイスカレー800円（目玉焼きトッピング+50円）　パンナコッタ200円　アチャール（スパイスマリネ）100g 250円,,,,,,,,,,,,,,,,,,
元祖 手打ちつけ麺 丸長,ラーメン・つけ麺,,茨城県,茨城県つくば市春日4丁目12-3,,0298516014,つくば駅,https://goo.gl/maps/CAJ12zH9nSLZom2w6,http://tsukuba.ch/shop/?id=76,〇,〇,,✖,✖,,,,,,,,"36.09634, 140.099351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あじ彩,居酒屋・ダイニングバー,,茨城県,茨城県つくば市天久保2丁目9-2,,0298520050,つくば駅,https://goo.gl/maps/GCEAbZpkjSPgqYAU7,,〇,〇,,false,✖,,,https://twitter.com/ajisaimaster,,,,,"36.098298, 140.108348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ねこバル,イタリアン,,福岡県,福岡県遠賀郡芦屋町船頭町５−１９,,0937015006,水巻,https://goo.gl/maps/W6WwMMCrRAWC4der5,,true,true,,false,false,,〇,,https://www.facebook.com/pages/category/Cafe/%E3%81%AD%E3%81%93%E3%83%90%E3%83%AB-2376947302330086/,,,,"33.8906292,130.6707507",,,,,,,,,,,,,,,,,,,https://jamya.thebase.in/blog,,,,,,,,,,
finlaggan,バー,,茨城県,茨城県つくば市天久保2丁目9-2,,0298520244,つくば駅,https://goo.gl/maps/VQJFoxp1DQRoWvRU7,,true,〇,,true,false,,,https://twitter.com/barfinlaggan,,,,,"36.098298, 140.108348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ポシェジャルダン,フレンチ,,福岡県,福岡県北九州市若松区払川６１６−５,,0937415945,本城駅,https://goo.gl/maps/SsGLhwTZtpaPQ4Lq7,,true,true,,false,false,,,,https://facebook.com/pages/%E3%83%9D%E3%82%B7%E3%82%A7%E3%82%B8%E3%83%A3%E3%83%AB%E3%83%80%E3%83%B3/460467860649127/,,,,"33.898987, 130.715079",,,,,,,,,,,霜降り牛ステーキ弁当1000円,,,,,,,,,,,,,,,,,,
ひとくち餃子 てん屋,餃子,,福岡県,福岡県久留米市六ツ門町２２−３６,,0942328099,西鉄久留米駅,https://goo.gl/maps/dhwvgPusSJwBx6j58,https://10ya.net,true,true,,false,false,,,,https://facebook.com/10ya.net/,https://instagram.com/hitokuchigyouza.tenya/,,,"33.313645, 130.5149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
酒と饂飩 こなから,居酒屋・ダイニングバー,,福岡県,福岡県久留米市蛍川町２−５木下ビル1F,,0942343315,西鉄久留米駅,https://goo.gl/maps/K2HtfYgN1KFW3jbX6,,true,true,,false,false,,,,https://facebook.com/Udon-こなから-285234448197492/,https://instagram.com/izu_tsu/,,,"33.31765, 130.5173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無化調醤油ラーメン しのわ,ラーメン・つけ麺,,福岡県,福岡県久留米市東櫛原町１１８５−２,,0942381004,櫛原駅,https://goo.gl/maps/3JkfT31BqC4aegq78,,true,true,,✖,false,,,,https://facebook.com/chinois.ramens/,https://instagram.com/ramenchinois/,,,"33.322419, 130.517683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鍋焼き&バイキング頂−ITADAKI,鍋料理,,福岡県,福岡県久留米市三潴町福光５４９,,0942551777,犬塚駅,https://goo.gl/maps/y1vixzLj6Px8ryTy6,,true,〇,,true,false,,,,,https://instagram.com/itadaki.soweluxkitchen/,,,"33.247381, 130.456368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉麺 久留米 本田商店,ラーメン・つけ麺,ラーメン,福岡県,福岡県久留米市南3-27-29,,0942554065,久留米,"https://maps.google.com/maps?ll=33.305942,130.508284&z=12&t=m&hl=ja&gl=US&mapclient=embed&q=%E5%8D%97%20%E3%80%92830-0051%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%E4%B9%85%E7%95%99%E7%B1%B3%E5%B8%82",,true,true,,false,✖,,,,,,,,"33.305942,130.508284",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/93,,,,,,,,,,
MINOU BOOKS&CAFE,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町１１３７,,0943 76 9501,筑後吉井駅,https://goo.gl/maps/JAqmG9uju5N1mdJQA,http://minoubooksandcafe.com,true,〇,,false,true,,,,https://facebook.com/minoubooksandcafe/,https://www.instagram.com/minou_booksandcafe/,,,"33.342983, 130.758672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鯉とりまぁしゃん 鯉の巣本店,魚介・海鮮料理,,福岡県,福岡県久留米市田主丸町田主丸641-1,,0943722451,田主丸駅,https://goo.gl/maps/fWH1ehEZCREKP6pD8,https://koitori-maashan.com/,true,true,,false,false,,,,https://www.facebook.com/koinosu/,,,,"33.343207, 130.689761",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナウィルスで売上90%減。65年続く老舗暖簾の継続と社員、家族を守りたい！,https://camp-fire.jp/projects/view/268399,2020/06/30,,,,
VinCafe PROSPERO,ワインバー,,福岡県,福岡県うきは市吉井町１２５１−６　2F,,0943737303,筑後吉井駅,https://goo.gl/maps/UCziCNSVTKA7JGcK7,https://vincafe-prospero.com/,true,true,,false,false,,,,https://facebook.com/VinCafePROSPERO-1341523555960047/,https://www.instagram.com/vincafe_prospero/,,,"33.343072, 130.757775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山北小路 きふね,そば・うどん,,福岡県,福岡県うきは市浮羽町山北６９４−１,,0943737380,筑後大石駅,https://goo.gl/maps/LqMsRhWsFTvWLd5t6,https://kifune-fukuoka.com/,true,true,,false,false,,,,https://facebook.com/kifune.ukiha.fukuoka/,https://www.instagram.com/kifune_fukuoka/,,,"33.335863, 130.818688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jingoro,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町鷹取１５５７−３,,0943737773,筑後吉井駅,https://goo.gl/maps/jvbRNnFnkPUNWsDr6,http://jingoro.jp,true,true,,false,false,,,,,https://www.instagram.com/jingoro.jp/,,,"33.328742, 130.7258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スープカレー専門店 禅,カレー,,福岡県,福岡県うきは市吉井町６５７−４,,0943737777,筑後吉井駅,https://goo.gl/maps/3dR1PCAXQHgVNGyW8,,true,true,,false,false,,,,,https://www.instagram.com/soupcurryyoshizen/,,,"33.344372, 130.745367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トラットリア AO,イタリアン,,福岡県,福岡県うきは市吉井町１００３−２０,,0943752524,筑後吉井駅,https://g.page/italianrestaurantao,,true,true,,false,false,,,,https://facebook.com/italianrestaurantao/,https://www.instagram.com/trattoria_ao_/,,,"33.34681, 130.757747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cake.cafe.miel,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町１３４０,,0943753802,筑後吉井駅,https://goo.gl/maps/hpqrU75JnBL4hcYY7,http://mielukiha.com/,true,true,,false,false,,,,https://facebook.com/mielukiha/,https://www.instagram.com/miel_ukiha/,,,"33.3427, 130.755514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peace Delicatessen,カフェレストラン,,福岡県,福岡県うきは市吉井町千年６５３−１,,0943755081,筑後吉井駅,https://goo.gl/maps/R611u6B6r5afZwNt8,,true,true,,false,false,,,,,https://www.instagram.com/peacedelicatessen/,,,"33.352532, 130.772468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山の麓,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町７９１−７,,0943755534,筑後吉井駅,https://goo.gl/maps/EzChKjgamWaBC3tj9,,true,true,,false,false,,,,https://facebook.com/pages/category/Dessert-Shop/山の麓-752729921502234/,https://www.instagram.com/yama_no_fumoto/,,,"33.346446, 130.748234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
つしま海道,魚介・海鮮料理,,福岡県,福岡県うきは市吉井町２３３−３,,0943758011,筑後吉井駅,https://goo.gl/maps/zfhwgUj8usuQ1bZ97,,true,true,,false,false,,,,,https://www.instagram.com/tsushimakaidou/,,,"33.351179, 130.729257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博多一番どり居食家あらい,居酒屋・ダイニングバー,,福岡県,福岡県うきは市吉井町字長ヶ坪９６７−１１,,0943758300,筑後吉井駅,https://goo.gl/maps/FxR1EWE7QjTxsNx76,,true,true,,false,false,,,,,https://www.instagram.com/a_hakata_ichibandori_a/,,,"33.344897, 130.756894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深山の牡丹,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町生葉２１０７−６,,0943763017,筑後吉井駅,https://g.page/miyamanobotan,,true,true,,false,false,,,,https://facebook.com/miyamanobotan/,https://www.instagram.com/miyamanobotan/,,,"33.351807, 130.739162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
磯吉,和食,,福岡県,福岡県うきは市吉井町１３１６−４,,0943764222,筑後吉井駅,https://goo.gl/maps/1Tma6mBUep6oSspq6,,true,true,,false,false,,,,https://facebook.com/磯吉-522869757724370/,,,,"33.343672, 130.757544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
居酒屋 託望,居酒屋・ダイニングバー,,福岡県,福岡県うきは市吉井町９２−３,,0943764809,筑後吉井駅,https://goo.gl/maps/pSq4pvii7AxGtkYp8,,true,true,,false,false,,,,https://facebook.com/居酒屋託望-254420971269633/,,,,"33.341442, 130.756503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
託正,寿司,,福岡県,福岡県うきは市吉井町１３９０−２０,,0943765551,筑後吉井駅,https://goo.gl/maps/gagENAdJWn5vuKbJ7,,true,true,,false,false,,,,https://facebook.com/takumasa2010/,https://www.instagram.com/takumasa415/,,,"33.34383, 130.754544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet's House REN,喫茶店・カフェ,,福岡県,福岡県うきは市吉井町１００３−１２,,0943769545,筑後吉井駅,https://goo.gl/maps/tYwQ3HQm3cJW6RtW8,,true,〇,,false,false,,,,https://facebook.com/sweetshouseren/,,,,"33.346799, 130.757561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野草ベーグルと摘み草料理の店 Plantago,ベジ・ヴィーガン,,福岡県,福岡県うきは市浮羽町新川４４６８,,0943769910,うきは駅,https://goo.gl/maps/97AqQMtbfabUfhPq5,,true,true,,false,false,,,,https://facebook.com/1104Plantago/,https://www.instagram.com/plantago_/,,,"33.295558, 130.806809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カモノユキ,居酒屋・ダイニングバー,,福岡県,福岡県うきは市浮羽町朝田８４−７,,0943772972,うきは駅,https://goo.gl/maps/AMunL2wacstWmU3o9,,true,true,,false,false,,,,,https://www.instagram.com/kamonoyuki/,,,"33.332815, 130.786998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラ・セーヌ,喫茶店・カフェ,,福岡県,福岡県うきは市浮羽町浮羽２８９−１６,,0943773655,うきは駅,https://goo.gl/maps/eiWnHoWbB1ouBfvi9,http://www.cafe-laseine.com/,true,true,,false,false,,,,https://facebook.com/Cafe-ラセーヌ-491088170976956/,https://www.instagram.com/la.3655/,,,"33.33697, 130.774929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林さん亭,中華料理,,福岡県,福岡県うきは市浮羽町朝田１１３９−１,,0943773955,うきは駅,https://g.page/rinsantei,https://foodplace.jp/rinsantei/,true,true,,false,false,,,,https://facebook.com/rinsantei/,https://www.instagram.com/rinsantei/,,,"33.323042, 130.800811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafe坂の下の店,カフェレストラン,,福岡県,福岡県うきは市浮羽町流川３４９−１,,0943775485,うきは駅,https://goo.gl/maps/qmqKfV2nXuBGzTy19,https://www.budounotane.com,true,true,,false,false,,,,https://facebook.com/pages/category/Tea-Room/Cafe-坂の下の店-206626606566569/,https://www.instagram.com/cafe_sakanoshita_no_mise/,,,"33.327185, 130.782857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼルコバコーヒー,喫茶店・カフェ,,福岡県,福岡県うきは市浮羽町流川３３６−１,,0943777123,うきは駅,https://goo.gl/maps/MQWgZchrTsQn8uTZA,,true,true,,false,false,,,,https://facebook.com/zelkovacoffee/,https://www.instagram.com/zelkovacoffee/,,,"33.3261415, 130.7833258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeliBoy BROS. Hamburger,ハンバーガー,,福岡県,福岡県うきは市浮羽町山北１７５８−２１,,0943778101,筑後大石駅,https://goo.gl/maps/hV2AQqMHi7FTaWk46,,true,true,,false,false,,,,https://facebook.com/deliboyhamburger/,https://www.instagram.com/deliboybros_hamburger/,,,"33.333388, 130.818118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
焼き鳥二番手,焼き鳥,,福岡県,福岡県うきは市浮羽町朝田６８５−７,,0943778480,うきは駅,https://goo.gl/maps/bmueufNjZAQg6vMB7,,true,true,,false,false,,,,https://facebook.com/pages/category/Chicken-Joint/炭火焼鳥二番手-257866307725042/,https://www.instagram.com/yakitori_nibante/,,,"33.332649, 130.795675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
食彩倶楽部 純正,和食,,福岡県,福岡県うきは市浮羽町朝田５６８−１,,0943778627,うきは駅,https://goo.gl/maps/TY173DmyeF1ocPDF8,,true,true,,false,false,,,,https://facebook.com/食彩倶楽部-純正-1608833292714595/,https://www.instagram.com/_kousuke_adachi/,,,"33.331855, 130.791904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
立花うどん,そば・うどん,,福岡県,福岡県柳川市三橋町高畑191,,0944731011,西鉄柳川駅,https://goo.gl/maps/D3okNzMBUHwYS9Ft9,https://tatibanaudon.com/,true,true,,false,false,,,,https://facebook.com/tatibanaudon/?locale2=ja_JP,https://instagram.com/tatibanaudon.yanagawa/?hl=ja,,,"33.168175, 130.416857",,,,,,,,,,,"かけうどん（そば）280円
きつねうどん（そば）380円
ごぼう天うどん（そば）430円
えび天うどん（そば）480円
肉うどん（そば）500円
ざるうどん（そば）430円
肉ごぼう天うどん（そば）650円
肉えび天うどん（そば）700円
まぜめし170円
いなり120円
【全て税抜価格です】",,,,,,,,,,,,,,,,,,
うなぎ処　玉喜屋,和食,,福岡県,福岡県三潴郡大木町侍島916-1,,0944759095,西鉄八丁牟田駅,https://goo.gl/maps/oa1itJn2fPG3xYwo9,,〇,〇,,✖,✖,,,,,,,,"33.209826, 130.445213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チムニーギオット,イタリアン,,茨城県,茨城県つくば市稲荷前27-2,,0298523598,つくば駅,https://goo.gl/maps/UgvVUiZ2UXKJDWAF7,http://www.italian.co.jp/,true,true,,false,false,,,,,,,,"36.048218, 140.123953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pool cafe Axcel,喫茶店・カフェ,,佐賀県,佐賀県武雄市甘久320-1ヤマサキビル1階,,0954226566,高橋駅,https://goo.gl/maps/FxYj6a9L2YZq6qtS8,,true,true,,false,false,,,https://twitter.com/Pool_cafe_Axcel,https://facebook.com/PoolCafeAxcel/,,,,"33.203839, 130.03499",,,,,,,,,,,ピザ　パスタ　サラダ,,,,,,,,,,,,,,,,,,
韓国料理はるはる,韓国料理,,熊本県,熊本県熊本市東区保田窪本町5-41,,0962024904,東海学園前駅,https://goo.gl/maps/SMEywjENBPZEjzbA7,https://www.facebook.com/haruharucafe,true,true,,false,false,,,,https://facebook.com/haruharucafe,,,,"32.808939, 130.745691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馬肉料理　馬勝蔵,和食,馬肉専門店,熊本県,熊本県菊池郡大津町室83,,0962940303,肥後大津,https://g.page/umakatsuzo?share,https://umakatsuzo.com/,true,,,,true,,,https://twitter.com/umakatsuzo,https://www.facebook.com/umakatuzou/,https://www.instagram.com/shihomiokami/,,,"32.879091,130.864148",,,,,,,,,,,,,,,,,,,,,,みらいの食券,,https://mirai-ticket.jp/shop/78,,,,,
熊本屋,居酒屋・ダイニングバー,,熊本県,熊本県熊本市中央区下通１－４－９,,0963260355,熊本城・市役所前,https://goo.gl/maps/XJchpFfYfJikcur47,https://retty.me/area/PRE43/ARE142/SUB14201/100001420310/,true,,,,true,,,,,,,,"32.801857,130.708532",,,,,,,,,,,,,,,,,,,,,,みらいの食券,,https://mirai-ticket.jp/shop/56,,,,,
広島お好み焼き 廣,お好み焼き・もんじゃ焼き,,熊本県,熊本県熊本市中央区本山2-7-12野中ビル1F,,0963550544,熊本駅,https://goo.gl/maps/Pzcz2PKeCL7B3BQb8,https://radioprima.net/259xxhmshirikakusazucomb3/,true,true,,false,false,,,,,,,,"32.790179, 130.696292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ステーキハウス淀川,その他,鉄板焼き,熊本県,熊本県熊本市中央区上通町11-18-2F,,0963592914,藤崎宮前駅,https://goo.gl/maps/k7nPWeJ7AVeymMzi7,http://www.dandl.co.jp/yodogawa/,true,true,,false,false,,,,https://facebook.com/steak.yodogawa,,,,"32.806425, 130.712338",,,,,,,,,,,"ガーリックライス500円
赤身のステーキセット1,300円
黒毛和牛ステーキセット3,000円
ロコモコ丼1,000円",,,,,,,,,,,,,,,,,,
コップンカー食堂,タイ料理,,熊本県,熊本県八代市通町8-2森本ビル1F,,0965628490,八代駅,https://goo.gl/maps/4LJV3umbnZkTP14N9,https://koppunka.com,true,true,,false,false,,,,,https://www.instagram.com/koppunka.8.2/,,,"32.508259, 130.604279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レストハウス洞門 -LuxeGarden-,定食・食堂,,大分県,大分県中津市本耶馬渓町曽木1848-1,,0979522432,中津・耶馬渓,https://g.page/resthousedoumon?share,https://yabakei.com/,true,,,,true,,,https://twitter.com/luxegarden,https://www.facebook.com/resthousedoumon/,https://www.instagram.com/yabakei_trip/,,,"33.496577,131.171622",,,,,,,,,,,,,,,,,,,,,,みらいの食券,,https://mirai-ticket.jp/shop/53,,,,,
スナック まどんな,スナック・ラウンジ,,宮崎県,宮崎県日南市飫肥２丁目４−１８,,0987250623,,https://goo.gl/maps/47WCWapkTZogWA8u6,,true,false,,false,true,,,,,,,,"31.6262562,131.3573332",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナには負けない！危機的状況の飫肥城下町の飲食店を応援！,https://camp-fire.jp/projects/view/265775,2020/05/31,,,,
GINNOO,居酒屋・ダイニングバー,,宮崎県,宮崎県日南市飫肥２丁目５−７,,0987252039,,https://goo.gl/maps/tzXRUoEpmqEv1VS87,,true,false,,false,true,,,,,,,,"31.6257829,131.3566369",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナには負けない！危機的状況の飫肥城下町の飲食店を応援！,https://camp-fire.jp/projects/view/265775,2020/05/31,,,,
ワインの酒場 あんべらしゅ,居酒屋・ダイニングバー,,宮崎県,宮崎県日南市飫肥１丁目４−３６−１,,0987252669,,https://goo.gl/maps/Ganx24dKCiLUB6Va8,,true,false,,false,true,,,,,,,,"32.6114864,130.0185421",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナには負けない！危機的状況の飫肥城下町の飲食店を応援！,https://camp-fire.jp/projects/view/265775,2020/05/31,,,,
笑まる,居酒屋・ダイニングバー,,宮崎県,宮崎県日南市飫肥２丁目６−１,,0987253343,,https://goo.gl/maps/Gm7qL6iAXuaPi9jc9,,true,false,,false,true,,,,,,,,"31.6264083,131.3217535",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナには負けない！危機的状況の飫肥城下町の飲食店を応援！,https://camp-fire.jp/projects/view/265775,2020/05/31,,,,
DOCGおきなわダイニング,ベジ・ヴィーガン,,沖縄県,沖縄県那覇市樋川1−1−65金城ビル1階,,0988366455,県庁前,https://goo.gl/maps/SBJDG7frQuTAWFHo8,,true,true,,false,false,,,,https://facebook.com/docgokinawa/,https://instagram.com/docgokinawa?igshid=n8egcdg8adn7,,,"26.210085, 127.685928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ノボテル沖縄那覇 グルメバー,その他,,沖縄県,沖縄県那覇市松川40,,0988871111,安里駅,https://goo.gl/maps/r1JJdzUk1McDsVwc9,https://www.novotelokinawanaha.jp/,true,true,,false,false,,,,https://facebook.com/NovotelOkinawaNaha/,https://instagram.com/novotelokinawanaha/,,,"26.219262, 127.706801",,,,,,,,,,,"あぐーベーコンバーガーをドライブスルーで
通常1,500円のあぐーベーコンバーガーを1,000円（ポテトフライ付き）で1日10個限定販売
●受付時間9:00～12:00　●受取時間11:30～18:00",,,,,,,,,,,,,,,,,,
OBBLIGATO 読谷店,メキシコ料理,,沖縄県,沖縄県中頭郡読谷村古堅497-1,,0989567420,那覇空港駅,https://goo.gl/maps/RqGyGeURucyWVuX27,https://www.obbligato.co.jp/,true,true,,false,false,,,,https://facebook.com/oblee.yomitan/,https://instagram.com/obbligato.okinawa?igshid=szg3ng4jv4j9,,,"26.3664, 127.747808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
びっくり亭 那珂川店,居酒屋・ダイニングバー,,福岡県,福岡県那珂川市片縄10丁目12,,0929540141,博多南駅,https://goo.gl/maps/RLu6YxE3T6hT3ozd9,,true,true,,false,false,,,,,,,,"33.522156, 130.423326",,,,,,,,,,,"・1人前　800円
・1.5人前　1,200円
・2人前　1600円
・大飯　180円
・小飯　130円
",,,,,,,,,,,,,,,,,,
野生酵母パン・焼き菓子　Shop＆Cafe　 ソノマノ,ベーカリーカフェ,素材を生かした野生酵母（天然酵母）パンや焼き菓子,長野県,長野県長野市鬼無里日影419,,0262621819,長野,"https://www.google.co.jp/maps/place/36%C2%B040'34.2%22N+138%C2%B000'39.4%22E/@36.676176,138.0101013,18z/data=!3m1!4b1!4m13!1m6!3m5!1s0x5ff7d4b89f8f93b1:0xbc1bc1413884c4b!2z6YeO55Sf6YW15q-N44OR44Oz44O754S844GN6I-T5a2QIFNob3AmY2FmZSDjgr3jg47jg57jg44!8m2!3d36.676145!4d138.010965!3m5!1s0x0:0x0!7e2!8m2!3d36.6761764!4d138.0109513",http://www.sonomano.jp,true,true,,true,false,,なし,,https://www.facebook.com/kinasasonomano/,https://www.instagram.com/sonomano.kinasa/,https://lin.ee/PQT15pCq,,"36.676183, 138.010801",,,,,,,,,,,"『季節野菜のしょうゆ麹ピザ』
　　S）¥780　M）¥1,560　L）¥2,340
『ジャガイモとローズマリーの塩ピザ』（熟成チーズ使用）
　　S）¥780　M）¥1,560　L）¥2,340
　※チーズを使わないテンペバージョンあります
『ピタパンサンド』
　　¥260
『あんこピタ』
　　¥280（用意のない日があります）
「飲み物」各種
　　¥310～¥400
「焼きたてパン」各種
「焼き菓子」各種",,,,,,,,https://sonomano.raku-uru.jp/,,,,,,,,,,
